"","Admin1","Name","Travel_Time","Longitude","Latitude"
"1","Western","Bwera Hospital",1.13598664918695,29.761,0.036
"2","Western","Kagando Hospital",1.62529749280468,29.891,0.025
"3","Western","Kilembe Hospital",2.39061206790889,30.01,0.205
"4","Western","Kisoro Hospital",2.78595697521828,29.684,-1.277
"5","Western","Ishaka Adventist Hospital",3.13133234876214,30.1386,-0.543
"6","Western","Comboni Hospital",3.25024454812013,30.1891,-0.5407
"7","Western","Mutolere Hospital",3.30699398317879,29.719,-1.258
"8","Western","Bwindi Community Hospital",3.44076761596571,29.6208,-0.948
"9","Western","Kitagata Hospital",3.51317759356519,30.1525,-0.6735
"10","Western","Kabarole COU Hospital",3.59751683367122,30.269,0.651
"11","Western","Fort Portal Regional Referral Hospital",3.61486074599771,30.2766,0.6577
"12","Western","Virika Hospital",3.61989603940469,30.2783,0.6332
"13","Western","Rugarama Hospital",3.79797232547547,29.975,-1.237
"14","Western","Kabale Regional Referal Hospital",3.84266878953907,29.9891,-1.2485
"15","Western","Bundibugyo Hospital",4.03282634259046,30.25,0.8333
"16","Western","Kisiizi Hospital",4.13529690234494,29.9488,-0.9886
"17","Western","Ruharo Mission Hospital",4.31709159579268,30.63,-0.613
"18","Western","Ibanda Hospital",4.40473379382352,30.5319,-0.1539
"19","Western","Mbarara Regional Referral Hospital",4.4184882804151,30.67,-0.6077
"20","Western","Itojo Hospital",4.46367923331983,30.293,-0.803
