"","Admin1","Name","Travel_Time","Longitude","Latitude"
"1","Western","Bwera Hospital",1.13598664918695,29.761,0.036
"2","Western","Kagando Hospital",1.62529749280468,29.891,0.025
"3","Western","Kilembe Hospital",2.39061206790889,30.01,0.205
"4","Western","Kisoro Hospital",2.78595697521828,29.684,-1.277
"5","Western","Kabarole COU Hospital",3.07989515073717,30.269,0.651
"6","Western","Fort Portal Regional Referral Hospital",3.09844719892587,30.2766,0.6577
"7","Western","Ishaka Adventist Hospital",3.13133234876214,30.1386,-0.543
"8","Western","Virika Hospital",3.14514662349429,30.2783,0.6332
"9","Western","Bundibugyo Hospital",3.19781000612826,30.25,0.8333
"10","Western","Comboni Hospital",3.25024454812013,30.1891,-0.5407
"11","Western","Mutolere Hospital",3.30699398317879,29.719,-1.258
"12","Western","Bwindi Community Hospital",3.44076761596571,29.6208,-0.948
"13","Western","Kitagata Hospital",3.51317759356519,30.1525,-0.6735
"14","Western","Rugarama Hospital",3.79797232547547,29.975,-1.237
"15","Western","Kabale Regional Referal Hospital",3.84266878953907,29.9891,-1.2485
"16","Western","Kyenjojo Hospital",3.97936302860462,30.623,0.639
"17","Western","Kisiizi Hospital",4.13529690234494,29.9488,-0.9886
"18","Western","Ruharo Mission Hospital",4.31709159579268,30.63,-0.613
"19","Western","Ibanda Hospital",4.40473379382352,30.5319,-0.1539
"20","Western","Mbarara Regional Referral Hospital",4.4184882804151,30.67,-0.6077
