"","Admin1","Name","Travel_Time","Longitude","Latitude"
"1","Western","Bwera Hospital",1.26545977063263,29.761,0.036
"2","Western","Kagando Hospital",1.75477061426708,29.891,0.025
"3","Western","Kilembe Hospital",2.52008518939951,30.01,0.205
"4","Western","Kabarole COU Hospital",3.04279170551973,30.269,0.651
"5","Western","Fort Portal Regional Referral Hospital",3.06134375370938,30.2766,0.6577
"6","Western","Virika Hospital",3.10804317827844,30.2783,0.6332
"7","Western","Bundibugyo Hospital",3.16070656091657,30.25,0.8333
"8","Western","Ishaka Adventist Hospital",3.26080547026563,30.1386,-0.543
"9","Western","Comboni Hospital",3.37971766962921,30.1891,-0.5407
"10","Western","Kisoro Hospital",3.57237299214841,29.684,-1.277
"11","Western","Kitagata Hospital",3.64265071507733,30.1525,-0.6735
"12","Western","Bwindi Community Hospital",3.7940181781749,29.6208,-0.948
"13","Western","Kyenjojo Hospital",3.94225958342666,30.623,0.639
"14","Western","Mutolere Hospital",4.09341000012048,29.719,-1.258
"15","Western","Ruharo Mission Hospital",4.44656471735105,30.63,-0.613
"16","Western","Ibanda Hospital",4.53420691539416,30.5319,-0.1539
"17","Western","Mbarara Regional Referral Hospital",4.54796140197906,30.67,-0.6077
"18","Western","Rugarama Hospital",4.58438834244002,29.975,-1.237
"19","Western","Itojo Hospital",4.59315235486696,30.293,-0.803
"20","Western","Kabale Regional Referal Hospital",4.62908480650546,29.9891,-1.2485
