"","Admin1","Name","Travel_Time","Longitude","Latitude"
"1","West","Gisenyi District Hospital",4.29006980816519,29.2623,-1.7021
"2","North","Ruhengeri Referral Hospital",4.71333989641923,29.6367,-1.5058
"3","West","Kabaya District Hospital",4.82888588744895,29.5373,-1.7472
"4","North","Nemba District Hospital",4.99415509254438,29.7867,-1.6377
"5","West","Shyira District Hospital",5.00020961821999,29.6291,-1.682
"6","West","Murunda District Hospital",5.05264329243287,29.3761,-1.9068
"7","North","Butaro District Hospital",5.12099818428413,29.8366,-1.4089
"8","North","Kinihira Provincial Hospital",5.36766374383016,29.9886,-1.6619
"9","West","Kirinda District Hospital",5.3681198891906,29.6253,-1.9349
"10","West","Muhororo District Hospital",5.3681198891906,29.6253,-1.9349
"11","Kigali City","Muhima District Hospital",5.50732780768886,30.0585,-1.9367
"12","Kigali City","CHK/CHUK National Referral Hospital",5.52725366577007,30.0604,-1.9565
"13","Kigali City","Kacyiru District Hospital",5.55064603947586,30.0752,-1.9331
"14","Kigali City","King Faisal National Referral Hospital",5.5528489636263,30.0951,-1.9439
"15","North","Ruli District Hospital",5.57669470381249,29.8494,-1.8296
"16","Kigali City","Kibagabaga District Hospital",5.61493919636098,30.112,-1.9308
"17","West","Kibuye Referral Hospital",5.64513366375191,29.3463,-2.067
"18","North","Byumba District Hospital",5.65400793174468,30.0551,-1.5893
"19","Kigali City","Caraes Ndera National Referral Hospital",5.6659060097491,30.169,-1.9547
"20","Kigali City","Masaka District Hospital",5.70444263342701,30.1913,-1.9956
