"","Admin1","Name","Travel_Time","Longitude","Latitude"
"1","East","Nyagatare District Hospital",5.00760463500903,30.3262,-1.2981
"2","West","Gisenyi District Hospital",5.05806121495392,29.2623,-1.7021
"3","East","Kiziguro District Hospital",5.29492838182637,30.3848,-1.7666
"4","East","Gahini District Hospital",5.43653573328007,30.4832,-1.8407
"5","North","Ruhengeri Referral Hospital",5.48133130321417,29.6367,-1.5058
"6","West","Kabaya District Hospital",5.59687729424171,29.5373,-1.7472
"7","East","Rwamagana Provincial Hospital",5.66524218158426,30.4331,-1.9503
"8","East","Ngarama District Hospital",5.66697942690907,30.2429,-1.546
"9","North","Byumba District Hospital",5.71996046115537,30.0551,-1.5893
"10","North","Nemba District Hospital",5.76214649933012,29.7867,-1.6377
"11","West","Shyira District Hospital",5.76820102500213,29.6291,-1.682
"12","West","Murunda District Hospital",5.82063469919823,29.3761,-1.9068
"13","East","Rwinkwavu District Hospital",5.83706985996944,30.6141,-1.964
"14","North","Butaro District Hospital",5.85645434133724,29.8366,-1.4089
"15","East","Kibungo Referral Hospital",5.87946372399286,30.5394,-2.1659
"16","North","Kinihira Provincial Hospital",6.01117219116818,29.9886,-1.6619
"17","Kigali City","Masaka District Hospital",6.07643095523045,30.1913,-1.9956
"18","North","Rutongo District Hospital",6.08624609189674,30.0598,-1.8148
"19","Kigali City","Caraes Ndera National Referral Hospital",6.11632319183462,30.169,-1.9547
"20","East","Kirehe District Hospital",6.12760646168402,30.6536,-2.2674
