"","Admin1","Name","Travel_Time","Longitude","Latitude"
"1","Western","Kagando Hospital",0,29.891,0.025
"2","Western","Bwera Hospital",0.0877553202164275,29.761,0.036
"3","Western","Kilembe Hospital",0.857150703103283,30.01,0.205
"4","Western","Ishaka Adventist Hospital",1.59787098395654,30.1386,-0.543
"5","Northern","Arua Hospital",1.70909250012517,30.912,3.0229
"6","Western","Comboni Hospital",1.71678318331452,30.1891,-0.5407
"7","Northern","Oriajini Hospital",1.76187502162798,30.9681,3.1001
"8","Northern","Maracha Hospital",1.79552981066952,30.9214,3.2399
"9","Northern","Kuluva Hospital",1.89807014003979,30.9338,2.9498
"10","Western","Kitagata Hospital",1.97971622875958,30.1525,-0.6735
"11","Western","Kabarole COU Hospital",2.06405546886561,30.269,0.651
"12","Western","Fort Portal Regional Referral Hospital",2.08139938119211,30.2766,0.6577
"13","Western","Virika Hospital",2.08643467459908,30.2783,0.6332
"14","Northern","Koboko Hospital",2.26267322626417,30.9594,3.4094
"15","Western","Bundibugyo Hospital",2.71412359240048,30.25,0.8333
"16","Western","Ruharo Mission Hospital",2.78363023098707,30.63,-0.613
"17","Western","Ibanda Hospital",2.87127242901791,30.5319,-0.1539
"18","Western","Mbarara Regional Referral Hospital",2.88502691560949,30.67,-0.6077
"19","Western","Itojo Hospital",2.93021786851422,30.293,-0.803
"20","Western","Kyenjojo Hospital",2.96231521087086,30.623,0.639
