"","Admin1","Name","Travel_Time","Longitude","Latitude"
"1","Western","Kagando Hospital",0,29.891,0.025
"2","Western","Bwera Hospital",0.0877553202164275,29.761,0.036
"3","Northern","Maracha Hospital",0.378071287227177,30.9214,3.2399
"4","Northern","Koboko Hospital",0.477314747908235,30.9594,3.4094
"5","Western","Kilembe Hospital",0.857150703103283,30.01,0.205
"6","Northern","Oriajini Hospital",0.900314721446162,30.9681,3.1001
"7","Northern","Arua Hospital",0.930162066720727,30.912,3.0229
"8","Northern","Kuluva Hospital",1.11913970663535,30.9338,2.9498
"9","Northern","Yumbe Hospital",1.46526978880058,31.251,3.482
"10","Western","Ishaka Adventist Hospital",1.59787098395654,30.1386,-0.543
"11","Western","Comboni Hospital",1.71678318331452,30.1891,-0.5407
"12","Western","Kitagata Hospital",1.97971622875958,30.1525,-0.6735
"13","Western","Kabarole COU Hospital",2.06405546886561,30.269,0.651
"14","Western","Fort Portal Regional Referral Hospital",2.08139938119211,30.2766,0.6577
"15","Western","Virika Hospital",2.08643467459908,30.2783,0.6332
"16","Northern","Nebbi Hospital",2.40862132393199,31.086,2.48
"17","Western","Bundibugyo Hospital",2.71412359240048,30.25,0.8333
"18","Western","Ruharo Mission Hospital",2.78363023098707,30.63,-0.613
"19","Northern","Nyapea Hospital",2.84744811185972,30.943,2.475
"20","Western","Ibanda Hospital",2.87127242901791,30.5319,-0.1539
